NHPD Property ID,Property Name,Property Address,City,State,Zip,CBSACode,CBSA Type,County,County Code,Census Tract,CongressionalDistrict,Latitude,Longitude,PropertyStatus,Active Subsidies,TotalInconclusiveSubsidies,TotalInactiveSubsidies,Total Units,EarliestStartDate,EarliestEndDate,LatestEndDate,Owner,Owner Type,ManagerName,ManagerType,HUD Property ID,ReacScore1,ReacScore1Date,ReacScore2,ReacScore2Date,ReacScore3,ReacScore3Date,0-1 BedroomUnits,TwoBedroomUnits,ThreePlusBedroomUnits,Percent of ELI Households,TargetTenantType,FairMarketRent_2BR,EarliestConstructionDate,LatestConstructionDate,Occupancy Rate,AverageMonthsOfTenancy,NumberActiveSection8,NumberInconclusiveSection8,NumberInactiveSection8,S8_1_ID,S8_1_Status,S8_1_ProgramName,S8_1_RenewalStatus,S8_1_StartDate,S8_1_EndDate,S8_1_AssistedUnits,S8_1_RentToFMR,S8_1_InacStatusDesc,S8_2_ID,S8_2_Status,S8_2_ProgramName,S8_2_RenewalStatus,S8_2_StartDate,S8_2_EndDate,S8_2_AssistedUnits,S8_2_RentToFMR,S8_2_InacStatusDesc,NumberActiveSection202,NumberInconclusiveSection202,NumberInactiveSection202,S202_1_ID,S202_1_Status,S202_1_ProgramName,S202_1_StartDate,S202_1_EndDate,S202_1_AssistedUnits,S202_1_PrincipalBalance,S202_1_InacStatusDesc,S202_2_ID,S202_2_Status,S202_2_ProgramName,S202_2_StartDate,S202_2_EndDate,S202_2_AssistedUnits,S202_2_PrincipalBalance,S202_2_InacStatusDesc,NumberActiveSection236,NumberInconclusiveSection236,NumberInactiveSection236,S236_1_ID,S236_1_Status,S236_1_ProgramName,S236_1_StartDate,S236_1_EndDate,S236_1_AssistedUnits,S236_1_InacStatusDesc,S236_2_ID,S236_2_Status,S236_2_ProgramName,S236_2_StartDate,S236_2_EndDate,S236_2_AssistedUnits,S236_2_InacStatusDesc,NumberActiveHUDInsured,NumberInconclusiveHUDInsured,NumberInactiveHud,FHA_1_ID,FHA_1_Status,FHA_1_ProgramName,FHA_1_StartDate,FHA_1_EndDate,FHA_1_AssistedUnits,FHA_1_PrincipalBalance,FHA_1_InacStatusDesc,FHA_2_ID,FHA_2_Status,FHA_2_ProgramName,FHA_2_StartDate,FHA_2_EndDate,FHA_2_AssistedUnits,FHA_2_PrincipalBalance,FHA_1_InacStatusDesc,NumberActiveLihtc,NumberInconclusiveLihtc,NumberInactiveLihtc,LIHTC_1_ID,LIHTC_1_Status,LIHTC_1_ProgramName,LIHTC_1_StartDate,LIHTC_1_EndDate,LIHTC_1_AssistedUnits,LIHTC_1_ConstructionType,LIHTC_1_InacStatusDesc,LIHTC_2_ID,LIHTC_2_Status,LIHTC_2_ProgramName,LIHTC_2_StartDate,LIHTC_2_EndDate,LIHTC_2_AssistedUnits,LIHTC_2_ConstructionType,LIHTC_2_InacStatusDesc,NumberActiveSection515,NumberInconclusiveSection515,NumberInactiveSection515,RHS515_1_ID,RHS515_1_Status,RHS515_1_ProgramName,RHS515_1_StartDate,RHS515_1_EndDate,RHS515_1_AssistedUnits,RHS515_1_PrincipalBalance,RHS515_1_InacStatusDesc,RHS515_2_ID,RHS515_2_Status,RHS515_2_ProgramName,RHS515_2_StartDate,RHS515_2_EndDate,RHS515_2_AssistedUnits,RHS515_2_PrincipalBalance,RHS515_1_InacStatusDesc,NumberActiveSection536,NumberInconclusiveSection536,NumberInactiveSection536,RHS538_1_ID,RHS538_1_Status,RHS538_1_ProgramName,RHS538_1_StartDate,RHS538_1_EndDate,RHS538_1_AssistedUnits,RHS538_1_PrincipalBalance,RHS538_1_InacStatusDesc,RHS538_2_ID,RHS538_2_Status,RHS538_2_ProgramName,RHS538_2_StartDate,RHS538_2_EndDate,RHS538_2_AssistedUnits,RHS538_2_PrincipalBalance,RHS538_2_InacStatusDesc,NumberActiveHome,NumberInconclusiveHome,NumberInactiveHome,HOME_1_ID,HOME_1_Status,HOME_1_ProgramName,HOME_1_StartDate,HOME_1_EndDate,HOME_1_AssistedUnits,HOME_1_ConstructionType,HOME_1_InacStatusDesc,HOME_2_ID,HOME_2_Status,HOME_2_ProgramName,HOME_2_StartDate,HOME_2_EndDate,HOME_2_AssistedUnits,HOME_2_ConstructionType,HOME_2_InacStatusDesc,NumberActivePublicHousing,NumberInconclusivePublicHousing,NumberInactivePublicHousing,PH_1_ID,PH_1_Status,PH_1_ProgramName,PH_1_StartDate,PH_1_EndDate,PH_1_AssistedUnits,PH_1_InacStatusDesc,PH_1_PhaCode,PH_2_ID,PH_2_Status,PH_2_ProgramName,PH_2_StartDate,PH_2_EndDate,PH_2_AssistedUnits,PH_2_InacStatusDesc,PH_2_PhaCode,NumberActiveState,NumberInconclusiveState,NumberInactiveState,State_1_ID,State_1_Status,State_1_ProgramName,State_1_StartDate,State_1_EndDate,State_1_AssistedUnits,State_1_InacStatusDesc,State_1_ConstructionType,State_2_ID,State_2_Status,State_2_ProgramName,State_2_StartDate,State_2_EndDate,State_2_AssistedUnits,State_2_InacStatusDesc,State_2_ConstructionType,Old NHPD Property ID
1038350,GAINES HOMES,87 Royston Homes Cir,Royston,GA,30662-2234,,,Franklin,13119,13119890400,09,34.29299,-83.10992,Active,1,0,0,184,8/31/1952,,,Housing Authority of the City of Royston,Public Entity,HOUSING AUTHORITY OF THE CITY OF ROYSTON,Public Entity,,,,,,,,,,,61,,660,1/1/1952,1/1/1980,97,81,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA090000001,Active,Public Housing,8/31/1952,,184,,GA090,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58355
1038352,JESTER HOMES,455 S Harney St,Camilla,GA,31730-2375,,,Mitchell,13205,13205090400,02,31.217969,-84.206036,Active,1,0,0,176,11/30/1952,,,Housing Authority of the City of Camilla,Public Entity,Housing Authority of the City of Camilla,Public Entity,,,,,,,,,,,56,,660,1/1/1951,1/1/1966,99,112,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA096000002,Active,Public Housing,11/30/1952,,176,,GA096,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58361
1038322,PLAINS,212 Thomas St,Plains,GA,31780-5454,11140,Micropolitan Statistical Area,Sumter,13261,13261950400,02,32.03599,-84.39783,Active,1,0,0,25,11/30/1953,,,Housing Authority of the City of Americus,Public Entity,HOUSING AUTHORITY OF THE CITY OF AMERICUS,Public Entity,,,,,,,,,,,80,,715,1/1/1953,1/1/1953,100,83,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA062000004,Active,Public Housing,11/30/1953,,25,,GA062,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58321
1038340,SPEER HOMES,88 Highland Dr,Baxley,GA,31513-0339,,,Appling,13001,13001950300,12,31.771801,-82.355636,Active,1,0,0,158,2/28/1952,,,Housing Authority of the City of Baxley,Public Entity,Housing Authority of the City of Baxley,Public Entity,,,,,,,,,,,49,,660,1/1/1951,1/1/2008,94,67,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA071000001,Active,Public Housing,2/28/1952,,158,,GA071,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58338
1038392,JOHN B WILSON HOMES,101 Winston Byrd Ln,Loganville,GA,30052-2677,12060,Metropolitan Statistical Area,Walton,13297,13297110504,10,33.84053,-83.8952,Active,1,0,0,20,7/31/1958,,,Housing Authority of the City of Loganville,Public Entity,HOUSING AUTHORITY OF THE CITY OF LOGANVILLE,Public Entity,,,,,,,,,,,60,,1240,,,100,107,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA171000001,Active,Public Housing,7/31/1958,,20,,GA171,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58408
1038408,PROJECT UNNAMED,147 Asbury Hts SE,Crawfordville,GA,30631-3101,,,Taliaferro,13265,13265010200,10,33.54841,-82.89675,Active,1,0,0,14,10/31/1961,,,Housing Authority of the City of Crawfordville,Public Entity,HOUSING AUTHORITY OF THE CITY OF CRAWFORDVILLE,Public Entity,,,,,,,,,,,54,,747,,,93,101,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA192000001,Active,Public Housing,10/31/1961,,14,,GA192,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58426
1038416,SANDERS HT/KELLY LN,6 Sanders Hts,Monticello,GA,31064-1431,12060,Metropolitan Statistical Area,Jasper,13159,13159010500,10,33.30087,-83.68521,Active,1,0,0,58,9/30/1960,,,Housing Authority of the City of Monticello,Public Entity,HOUSING AUTHORITY OF THE CITY OF MONTICELLO,Public Entity,,,,,,,,,,,65,,880,,,95,108,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA203000001,Active,Public Housing,9/30/1960,,58,,GA203,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58435
1038420,BYRON HOUSING AUTHORITY,118 Boy Scout Rd,Byron,GA,31008-7100,47580,Metropolitan Statistical Area,Peach,13225,13225040102,02,32.65947,-83.75772,Active,1,0,0,32,1/31/1968,,,Housing Authority of the City of Byron,Public Entity,HOUSING AUTHORITY OF THE CITY OF BYRON,Public Entity,,,,,,,,,,,73,,742,1/1/1967,1/1/1967,94,141,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA243000001,Active,Public Housing,1/31/1968,,32,,GA243,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58453
1038434,HAVENWOOD CARTERSVILLE,296 E Felton Rd,Cartersville,GA,30121-2405,12060,Metropolitan Statistical Area,Bartow,13015,13015960402,11,34.192095,-84.781182,Active,1,0,1,50,2/1/2020,1/1/2060,1/1/2060,Etowah Area Consolidated,,,Non-Profit,,,,,,,,,,,,,960,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6135887,Active,221(D)(4) MKT RATE MOD INC/ DISP FAMS,2/1/2020,1/1/2060,50,1420900,,,,,,,,1420900,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58467
1038354,WILLIAM C B ALEXANDER HOMES,366 Baggs Ave SE,Pelham,GA,31779-1709,,,Mitchell,13205,13205090200,02,31.12538,-84.14477,Active,1,0,0,210,2/28/1953,,,Housing Authority of the City of Pelham,Public Entity,HOUSING AUTHORITY OF THE CITY OF PELHAM,Public Entity,,,,,,,,,,,62,,660,1/1/1953,1/1/1968,98,90,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA098000001,Active,Public Housing,2/28/1953,,210,,GA098,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58362
1038358,HUDSON-DOCKETT HOMES,807 S Fry St,Valdosta,GA,31601-7300,46660,Metropolitan Statistical Area,Lowndes,13185,13185010800,08,30.82716,-83.26709,Active,2,0,0,169,8/31/1952,,,Housing Authority of the City of Valdosta,Public Entity,HOUSING AUTHORITY OF THE CITY OF VALDOSTA,Public Entity,,,,,,,,,,,,,697,1/1/1952,1/1/1953,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,2,0,0,GA100000002,Active,Public Housing,8/31/1952,,100,,GA100,GA100000003,Active,Public Housing,5/31/1953,,169,,GA100,0,0,0,,,,,,,,,,,,,,,,,58364
1038366,MISSING,55 Ivy St,Comer,GA,30629-3300,12020,Metropolitan Statistical Area,Madison,13195,13195020300,09,34.065783,-83.133042,Active,1,0,1,30,11/30/1952,,,Athens Housing Authority,Public Entity,Athens Housing Authority,Public Entity,,,,,,,,,,,,,785,1/1/1952,1/1/1952,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,1,GA003000020,Active,Public Housing,,,30,,GA003,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58369
1038372,PROJECT UNNAMED,20 College St,Hampton,GA,30228-2166,12060,Metropolitan Statistical Area,Henry,13151,13151070501,13,33.38863,-84.28519,Active,1,0,0,25,8/31/1953,,,Housing Authority of the City of Hampton,Public Entity,HOUSING AUTHORITY OF THE CITY OF HAMPTON,Public Entity,,,,,,,,,,,72,,1180,1/1/1954,1/1/1954,100,125,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA110000001,Active,Public Housing,8/31/1953,,25,,GA110,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58375
1038380,CRAWFORD W LONG,284 Crawford W Long St,Danielsville,GA,30633-6847,12020,Metropolitan Statistical Area,Madison,13195,13195020200,09,34.128,-83.22467,Active,1,0,0,30,6/30/1953,,,Housing Authority of the City of Danielsville,Public Entity,Housing Authority of the City of Danielsville,Public Entity,,,,,,,,,,,68,,785,1/1/1953,1/1/1953,97,70,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA126000001,Active,Public Housing,6/30/1953,,30,,GA126,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58384
1038382,V WMS & HILLCREST APARTMENTS,406 N Racetrack St,Swainsboro,GA,30401-3337,,,Emanuel,13107,13107970400,12,32.59957,-82.3477,Active,1,0,0,244,10/31/1953,,,Housing Authority of the City of Swainsboro,Public Entity,HOUSING AUTHORITY OF THE CITY OF SWAINSBORO,Public Entity,,,,,,,,,,,68,,660,1/1/1952,1/1/1980,97,81,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA131000001,Active,Public Housing,10/31/1953,,244,,GA131,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58388
1038412,PROJECT UNNAMED,277 Tolbert St,Cumming,GA,30040-2336,12060,Metropolitan Statistical Area,Forsyth,13117,13117130410,07,34.20514,-84.14445,Active,1,0,0,50,1/31/1965,,,Housing Authority of the City of Cumming,Public Entity,HOUSING AUTHORITY OF THE CITY OF CUMMING,Public Entity,,,,,,,,,,,58,,1350,,,100,93,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA196000001,Active,Public Housing,1/31/1965,,50,,GA196,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58429
1038422,POST HOMES,202 Hays St,Fort Oglethorpe,GA,30742-3202,16860,Metropolitan Statistical Area,Catoosa,13047,13047030700,14,34.95755,-85.2545,Active,1,0,0,74,1/31/1970,,,Housing Authority of the City of Fort Oglethorpe,Public Entity,HOUSING AUTHORITY OF THE CITY OF FORT OGLETHORPE,Public Entity,,,,,,,,,,,41,,847,1/1/1970,1/1/1983,99,114,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA246000001,Active,Public Housing,1/31/1970,,74,,GA246,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58456
1038424,DRAKE HEIGHTS,104 Adams St,Thomaston,GA,30286-3679,45580,Micropolitan Statistical Area,Upson,13293,13293010500,03,32.90006,-84.32302,Active,1,0,0,88,11/30/1976,,,Housing Authority of the City of Thomaston,Public Entity,HOUSING AUTHORITY OF THE CITY OF THOMASTON,Public Entity,,,,,,,,,,,66,,700,,,98,118,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA247000002,Active,Public Housing,11/30/1976,,88,,GA247,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58458
1115943,FOREST POINTE APARTMENTS,309 N POPLAR ST,BUTLER,GA,31006,,,Taylor,13269,13269950300,02,32.55873,-84.239034,Active,1,1,0,25,12/7/1993,12/31/2044,12/31/2044,WILLIAM REA JR,Limited Profit,BOYD MANAGEMENT,For Profit,,,,,,,,4,17,4,,Family,660,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,1,0,GAA0000X049,Inconclusive,TCEP,,,,,End Date Missing,,,,,,,,,1,0,0,54187845011,Active,515 Rural Housing,12/7/1993,12/31/2044,10,703202.99,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,65688
1122105,TURNER LANE APARTMENTS,600 Sylvia Dr,Ashburn,GA,31714-1919,,,Turner,13287,13287970200,08,31.7029,-83.63542,Active,1,0,0,24,8/20/1991,12/31/2041,12/31/2041,TURNER LANE LP,Limited Profit,BOYD MANAGEMENT,For Profit,,,,,,,,4,18,2,,Family,660,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,989013894016,Active,515 Rural Housing,8/20/1991,12/31/2041,14,688906.27,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68179
1117663,COBB PLACE,124 HOSPITAL RD,ROYSTON,GA,30662,,,Franklin,13119,13119890400,09,34.260663,-83.147288,Active,1,0,0,24,6/29/1987,12/31/2037,12/31/2037,ROYSTON HOUS ASSOC,Limited Profit,CRIMSON MANAGEMENT,For Profit,,,,,,,,12,12,,,Family,660,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,661660355022,Active,515 Rural Housing,6/29/1987,12/31/2037,12,585089.79,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,65614
1038514,SOUTH HAMPTON TERRACE VILLAGE,2160 S Milledge Ave,Athens,GA,30605-6494,12020,Metropolitan Statistical Area,Clarke,13059,13059150400,10,33.917535,-83.37912,Active,1,0,1,56,3/15/2007,7/1/2047,7/1/2047,NEW DIRECTIONS HOUSING CORPORATION,,CARRIAGE HOUSE REALTY,,800236690,77c*,09/06/2018,74c*,06/21/2017,74c*,06/21/2017,,,,,Family,785,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111235,Active,207/ 223(F) PUR/ REFIN HSG,8/1/2012,7/1/2047,56,5010871.56,,,,,,,,5010871.56,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,68184
1038406,PROJECT UNNAMED,211 Isabella St,Abbeville,GA,31001-4110,,,Wilcox,13315,13315960100,08,31.99452,-83.30264,Active,1,0,0,14,2/28/1961,,,Housing Authority of the City of Abbeville,Public Entity,HOUSING AUTHORITY OF THE CITY OF ABBEVILLE,Public Entity,,,,,,,,,,,92,,660,1/1/1960,1/1/1960,86,83,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA186000005,Active,Public Housing,2/28/1961,,14,,GA186,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58423
1038410,DANIEL MORGAN HOMES,508 Madison Ave,Madison,GA,30650-1706,12060,Metropolitan Statistical Area,Morgan,13211,13211010300,10,33.59354,-83.46304,Active,1,0,0,66,12/31/1960,,,Housing Authority of the City of Madison,Public Entity,HOUSING AUTHORITY OF THE CITY OF MADISON,Public Entity,,,,,,,,,,,64,,890,,,100,138,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA193000001,Active,Public Housing,12/31/1960,,66,,GA193,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58427
1038418,CHATTAHOOCHEE SOUTH APARTMENTS,900 S River Rd,Franklin,GA,30217-6526,12060,Metropolitan Statistical Area,Heard,13149,13149970100,03,33.26488,-85.09695,Active,1,0,0,77,12/31/1963,,,Housing Authority of the City of Franklin,Public Entity,Housing Authority of the City of Franklin,Public Entity,,,,,,,,,,,79,,880,1/1/1963,1/1/1982,99,125,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GA233000001,Active,Public Housing,12/31/1963,,77,,GA233,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,58450
1119676,WOODRIDGE APARTMENTS II,110 WOODRIDGE DR,BOWDON,GA,30108,12060,Metropolitan Statistical Area,Carroll,13045,13045911200,03,33.53357,-85.259803,Active,1,0,1,36,4/21/1981,12/31/2045,12/31/2045,BOWDON APTS LTD II,Limited Profit,TISHCO PROPERTIES LLC,For Profit,,,,,,,,16,20,0,,Family,810,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,1,808206768022,Active,515 Rural Housing,9/17/1986,12/31/2045,,923637.79,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,66069
